step,train_r2_step,epoch,valid_loss,valid_r2,train_loss,train_r2_epoch,test_loss,test_r2
11389,,169,0.6275549530982971,0.4044197201728821,,,,
11389,,169,,,0.4058210253715515,0.5725252032279968,,
11399,0.6990842223167419,170,,,,,,
11449,0.4502583146095276,170,,,,,,
11456,,170,0.6245047450065613,0.40731459856033325,,,,
11456,,170,,,0.41050097346305847,0.5657942295074463,,
11499,0.6684030294418335,171,,,,,,
11523,,171,0.6204261779785156,0.4111853241920471,,,,
11523,,171,,,0.41149643063545227,0.5647736191749573,,
11549,0.5078407526016235,172,,,,,,
11590,,172,0.620229184627533,0.41137224435806274,,,,
11590,,172,,,0.4117351174354553,0.5670775175094604,,
11599,0.379533588886261,173,,,,,,
11649,0.5048516392707825,173,,,,,,
11657,,173,0.617870569229126,0.41361069679260254,,,,
11657,,173,,,0.4111517667770386,0.5645173788070679,,
11699,0.6964057683944702,174,,,,,,
11724,,174,0.6223562359809875,0.4093535542488098,,,,
11724,,174,,,0.41036760807037354,0.5668349266052246,,
11749,0.4968510866165161,175,,,,,,
11791,,175,0.6217343807220459,0.40994375944137573,,,,
11791,,175,,,0.41174131631851196,0.5686883330345154,,
11799,0.49419891834259033,176,,,,,,
11849,0.6868206262588501,176,,,,,,
11858,,176,0.6339259743690491,0.3983733654022217,,,,
11858,,176,,,0.41184908151626587,0.5624281764030457,,
11899,0.558234453201294,177,,,,,,
11925,,177,0.6211307048797607,0.41051656007766724,,,,
11925,,177,,,0.40939030051231384,0.5699641704559326,,
11949,0.568405270576477,178,,,,,,
11992,,178,0.6189056038856506,0.4126284122467041,,,,
11992,,178,,,0.41014939546585083,0.5656487345695496,,
11999,0.5792924165725708,179,,,,,,
12049,0.5663136839866638,179,,,,,,
12059,,179,0.6209497451782227,0.4106884002685547,,,,
12059,,179,,,0.41246840357780457,0.5621185898780823,,
12099,0.38649260997772217,180,,,,,,
12126,,180,0.6231029629707336,0.4086449146270752,,,,
12126,,180,,,0.4094458520412445,0.5657528042793274,,
12149,0.43625032901763916,181,,,,,,
12193,,181,0.6194813251495361,0.4120820164680481,,,,
12193,,181,,,0.4123467803001404,0.5629846453666687,,
12199,0.5550743341445923,182,,,,,,
12249,0.5964667797088623,182,,,,,,
12260,,182,0.6216074824333191,0.41006410121917725,,,,
12260,,182,,,0.40896645188331604,0.5699202418327332,,
12299,0.6417648196220398,183,,,,,,
12327,,183,0.6241412162780762,0.40765947103500366,,,,
12327,,183,,,0.41297295689582825,0.5687043070793152,,
12349,0.4743395447731018,184,,,,,,
12394,,184,0.6230978965759277,0.4086496829986572,,,,
12394,,184,,,0.40840744972229004,0.5677958726882935,,
12399,0.7158840298652649,185,,,,,,
12449,0.45265138149261475,185,,,,,,
12461,,185,0.6198963522911072,0.41168808937072754,,,,
12461,,185,,,0.41087642312049866,0.5701981782913208,,
12499,0.3561279773712158,186,,,,,,
12528,,186,0.6177662014961243,0.4137096405029297,,,,
12528,,186,,,0.41512301564216614,0.5607280731201172,,
12549,0.6132936477661133,187,,,,,,
12595,,187,0.6251804828643799,0.4066731929779053,,,,
12595,,187,,,0.40878042578697205,0.564113199710846,,
12599,0.5097030401229858,188,,,,,,
12649,0.6855491399765015,188,,,,,,
12662,,188,0.6311890482902527,0.40097081661224365,,,,
12662,,188,,,0.40954428911209106,0.5674915909767151,,
12699,0.5884734392166138,189,,,,,,
12729,,189,0.6237509250640869,0.4080299139022827,,,,
12729,,189,,,0.4155476689338684,0.557767927646637,,
12749,0.44517993927001953,190,,,,,,
12796,,190,0.6213341951370239,0.4103235602378845,,,,
12796,,190,,,0.4154268205165863,0.5628899335861206,,
12799,0.764825701713562,191,,,,,,
12849,0.5466150641441345,191,,,,,,
12863,,191,0.6203872561454773,0.4112222194671631,,,,
12863,,191,,,0.4109073281288147,0.5682969093322754,,
12899,0.552710771560669,192,,,,,,
12930,,192,0.6184932589530945,0.41301971673965454,,,,
12930,,192,,,0.4116838276386261,0.5658633708953857,,
12949,0.622802734375,193,,,,,,
12997,,193,0.6232289671897888,0.408525288105011,,,,
12997,,193,,,0.4085426330566406,0.572024405002594,,
12999,0.394964337348938,194,,,,,,
13049,0.5452330112457275,194,,,,,,
13064,,194,0.619243323802948,0.41230785846710205,,,,
13064,,194,,,0.4125586450099945,0.5665154457092285,,
13099,0.5865811109542847,195,,,,,,
13131,,195,0.6220279932022095,0.4096651077270508,,,,
13131,,195,,,0.4085938334465027,0.5727678537368774,,
13149,0.5046180486679077,196,,,,,,
13198,,196,0.6202400922775269,0.41136181354522705,,,,
13198,,196,,,0.410245805978775,0.572361171245575,,
13199,0.49083197116851807,197,,,,,,
13249,0.5382596254348755,197,,,,,,
13265,,197,0.6209864616394043,0.4106534719467163,,,,
13265,,197,,,0.40668031573295593,0.568549633026123,,
13299,0.5808708071708679,198,,,,,,
13332,,198,0.6194851398468018,0.4120783805847168,,,,
13332,,198,,,0.4128958284854889,0.5638750791549683,,
13349,0.5914832353591919,199,,,,,,
13399,0.426837682723999,199,,,,,,
13399,,199,0.6207643747329712,0.41086429357528687,,,,
13399,,199,,,0.40472495555877686,0.5676520466804504,,
13400,,200,,,,,0.6207643747329712,0.41086429357528687
